TABLE_NAME,COLUMN_NAME,DESCRIPTION,DATA_TYPE
FY_DATE_DIMENSION,CALENDAR_DT,Calendar date,DATE
FY_DATE_DIMENSION,DAY_OF_MONTH,Day of the month,INTEGER
FY_DATE_DIMENSION,FISCAL_YEAR,Fiscal year number,INTEGER
FY_DATE_DIMENSION,FY_MONTH_NUMBER,Month number within the fiscal year,INTEGER
FY_DATE_DIMENSION,MONTH_END_DT,Last day of the month,DATE
FY_DATE_DIMENSION,MONTH_NAME,Full month name,VARCHAR
GROUPER_COMPILED_LIST,BASE_GROUPER_ID,"The unique identifier (VCG-.1) of the base record to which the compiled record is linked. When linking to this table, use this column to join on.",VARCHAR
GROUPER_COMPILED_LIST,CM_LOG_OWNER_ID,The Community ID (CID) of the instance from which this record or line was extracted. This is only populated if you use IntraConnect.,VARCHAR
GROUPER_COMPILED_LIST,CM_PHY_OWNER_ID,The Community ID (CID) of the instance that owns this record or line. This is only populated if you use IntraConnect.,VARCHAR
GROUPER_COMPILED_LIST,COMPILED_CONTEXT,The context (master file) of the records contained in the compiled grouper.,VARCHAR
GROUPER_COMPILED_LIST,COMPILED_GROUPER_ID,The unique identifier (VCG-.1) of the base record to which the compiled record is linked. Avoid using this column when linking to this table. Use BASE_GROUPER_ID instead.,VARCHAR
GROUPER_COMPILED_LIST,GROUPER_RECORDS_NUMERIC_ID,"Contains the IDs of the records contained in a compiled grouper record. This column only contains record IDs for master files with numeric-based IDs. In IntraConnect environments, this column will contain record CIDs instead of IDs.",NUMERIC
GROUPER_COMPILED_LIST,GROUPER_RECORDS_VARCHAR_ID,"Contains the IDs of the records contained in a compiled grouper record. This column contains record IDs for master files with both string- and numeric-based IDs. In IntraConnect environments, this column will contain record CIDs instead of IDs.",VARCHAR
GROUPER_COMPILED_LIST,LINE,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,INTEGER
GROUPER_COMPILED_LIST,_SURROGATEKEY,"Surrogate key used to uniquely identify rows in this (and only this) table on Cogito Cloud only, do not assume the surrogate key in this table will correspond to the surrogate key in another table",BIGINT
GROUPER_GROUPS,CM_LOG_OWNER_ID,ID of the logical deployment owner for this record. Logical owners show the deployment where the record was created but doesn't represent if the record is a part of version skew.,VARCHAR
GROUPER_GROUPS,CM_PHY_OWNER_ID,"ID of the physical deployment owner for this record. Physical owners will be where the data is hosted, either on the cross-over server or the owner deployment.",VARCHAR
GROUPER_GROUPS,GROUPER_ID,Unique ID of the grouper.,VARCHAR
GROUPER_GROUPS,GROUPER_LIST,Holds the list of grouper records which are part of this grouper.,VARCHAR
GROUPER_GROUPS,LINE,Line count for the item.,INTEGER
GROUPER_MED_RECORDS,CM_LOG_OWNER_ID,The Community ID (CID) of the instance from which this record or line was extracted. This is only populated if you use IntraConnect.,VARCHAR
GROUPER_MED_RECORDS,CM_PHY_OWNER_ID,The Community ID (CID) of the instance that owns this record or line. This is only populated if you use IntraConnect.,VARCHAR
GROUPER_MED_RECORDS,EXP_MEDS_LIST_ID,"List of medication records in a grouper that are either listed directly in the grouper or expanded from simple generic medications, pharmaceutical class, pharmaceutical subclass, AHFS code, RxNorm code, or ATC code, potentially limited by route. If there are any subgroupers, medications from those groupers will also be included.",NUMERIC
GROUPER_MED_RECORDS,GROUPER_ID,The unique identifier (VCG-.1) for the base grouper record.,VARCHAR
GROUPER_MED_RECORDS,LINE,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,INTEGER
GROUPER_TERMINOLOGY,CM_LOG_OWNER_ID,The Community ID (CID) of the instance from which this record or line was extracted. This is only populated if you use IntraConnect.,VARCHAR
GROUPER_TERMINOLOGY,CM_PHY_OWNER_ID,The Community ID (CID) of the instance that owns this record or line. This is only populated if you use IntraConnect.,VARCHAR
GROUPER_TERMINOLOGY,CODE,Stores a list of terminology codes. The code system is stored in the corresponding line of the related item VCG-600.,VARCHAR
GROUPER_TERMINOLOGY,CODE_SYSTEM_C,Stores the code system of the terminology code from the corresponding line in item VCG-610.,INTEGER
GROUPER_TERMINOLOGY,GROUPER_ID,The unique identifier (VCG-.1) for the base grouper record.,VARCHAR
GROUPER_TERMINOLOGY,HEDIS_MED_BRAND_NAME,Stores the brand name for a HEDIS medication list terminology code.,VARCHAR
GROUPER_TERMINOLOGY,HEDIS_MED_DRUG_CLASS,Stores the drug class for a HEDIS medication list terminology code.,VARCHAR
GROUPER_TERMINOLOGY,HEDIS_MED_GENERIC_NAME,Stores the generic name for a HEDIS medication list terminology code.,VARCHAR
GROUPER_TERMINOLOGY,HEDIS_MED_PACKAGE_SIZE,Stores the package size for a HEDIS medication list terminology code.,NUMERIC
GROUPER_TERMINOLOGY,HEDIS_MED_ROUTE,Stores the route of administration for a HEDIS medication list terminology code.,VARCHAR
GROUPER_TERMINOLOGY,HEDIS_MED_UNIT,Stores the unit of measure for a HEDIS medication list terminology code.,VARCHAR
GROUPER_TERMINOLOGY,LINE,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,INTEGER
GROUPER_TERMINOLOGY,MED_STRENGTH,Stores the strength of one unit of medication for a medication terminology code.,NUMERIC
GROUPER_TERMINOLOGY,PQA_MED_ATTR_TYPE,Stores the PQA Medication List attribute type for a medication terminology code.,VARCHAR
GROUPER_TERMINOLOGY,PQA_MED_ATTR_VALUE,Stores the PQA Medication List attribute value for a medication terminology code.,NUMERIC
GROUPER_TERMINOLOGY,_SURROGATEKEY,"Surrogate key used to uniquely identify rows in this (and only this) table on Cogito Cloud only, do not assume the surrogate key in this table will correspond to the surrogate key in another table",BIGINT
HOSPITAL_ACCOUNTS,ABSTRACT_USER_ID,This column stores the unique identifier for the user who last changed the abstracting status of the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,ACCT_BASECLS_HA_C,The hospital account's account base class.,INTEGER
HOSPITAL_ACCOUNTS,ACCT_BILLED_DATE,The date the hospital account was billed.,DATETIME
HOSPITAL_ACCOUNTS,ACCT_BILLSTS_HA_C,"This column stores the status of the hospital account. If this is a professional billing default hospital account, this column always returns 4 (Billed).",INTEGER
HOSPITAL_ACCOUNTS,ACCT_CLASS_HA_C,The hospital account's account class.,VARCHAR
HOSPITAL_ACCOUNTS,ACCT_CLOSE_DATE,The date the hospital account was closed.,DATETIME
HOSPITAL_ACCOUNTS,ACCT_FIN_CLASS_C,The hospital account's financial class.,VARCHAR
HOSPITAL_ACCOUNTS,ACCT_FOLLOWUP_DT,This column stores the self-pay follow-up date associated with this hospital account.,DATETIME
HOSPITAL_ACCOUNTS,ACCT_NOTIFICTN_DT,The hospital account's notification date.,DATETIME
HOSPITAL_ACCOUNTS,ACCT_SLFPYST_HA_C,The hospital account's self-pay status.,INTEGER
HOSPITAL_ACCOUNTS,ACCT_TYPE_HA_C,"*** Deprecated *** In table HOSPITAL_ACCOUNTS, the column ACCT_TYPE_HA_C (HAR/40) has been deprecated. The depreacted column's underlying item was never used or populated in Chronicles.",VARCHAR
HOSPITAL_ACCOUNTS,ACCT_ZERO_BAL_DT,"This column stores the date the hospital account went to a zero balance. This may be empty for older accounts, as Zero Balance Date (I HAR 244) had not always been available.",DATETIME
HOSPITAL_ACCOUNTS,ADMISSION_SOURCE_C,The point of origin category ID (admission source) for the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,ADMISSION_TYPE_C,The admission type category ID for the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,ADMIT_CATEGORY_C,"This column stores the admission category ID for this hospital account. See column ADMIT_CATEGORY_C in table HOSPITAL_ENCOUNTERS if coding has not been performed on this hospital account. Alternatively, see V_ARHB_HSP_ACCOUNT_ADDL_INFO for the calculated value for this column based on both hospital account and encounter data. This view should be used to maintain backwards compatibility with reports created before upgrading to the Summer 2009 release.",INTEGER
HOSPITAL_ACCOUNTS,ADMIT_DX_TEXT,"In table HOSPITAL_ACCOUNTS, the column ADMIT_DX_TEXT has been deprecated. This column has been partially replaced by column ADMIT_DX_TEXT (HAR/622) in table HSP_ACCT_ADMIT_DX. This column stores the admission diagnosis text description for the hospital account, but it does not process the value stored on the patient record at the encounter level if no value is stored on the hospital account. To look up the deprecated column's value after the EMR system upgrade, join column HOSPITAL_ACCOUNTS.HSP_ACCOUNT_ID to the first line of table ADMIT_DX_TEXT column HSP_ACCOUNT_ID to get the ADMIT_DX_TEXT value.",VARCHAR
HOSPITAL_ACCOUNTS,ADM_DATE_TIME,"This column stores the admission date and time associated with the hospital account. The admission date and time (I HAR 400/405) are first pulled from the coding information on the hospital account. If that data is not stored on the hospital account yet, then this will use the primary encounter to determine the admission date and time. The exact items used varies based on the encounter type.",DATETIME
HOSPITAL_ACCOUNTS,ADM_DEPARMENT_ID,The department of the account's admission event.,NUMERIC
HOSPITAL_ACCOUNTS,ADM_LOC_ID,The location of the account's admission event.,NUMERIC
HOSPITAL_ACCOUNTS,ADM_PRIORITY,The admission priority stored in the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,ADM_PROV_ID,This column stores the unique identifier for the admitting provider stored on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,APGAR_1_MIN,The Apgar score at one minute for the newborn associated with the hospital account. This is an abstracting item.,INTEGER
HOSPITAL_ACCOUNTS,APGAR_5_MIN,The Apgar score at five minutes for the newborn associated with the hospital account. This is an abstracting item.,INTEGER
HOSPITAL_ACCOUNTS,ARCHIVED_DATE,The date the hospital account was archived.,DATETIME
HOSPITAL_ACCOUNTS,ARCHIVE_ID,The archive ID of the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,ASSOC_AUTHCERT_ID,The ID of the authorization and certification information associated with the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,ATTENDING_PROV_ID,"This column stores the unique identifier for the attending provider stored on the hospital account. See column PROV_ID in table HSP_ATND_PROV if coding has not been performed on this hospital account. Alternatively, see V_ARHB_HSP_ACCOUNT_ADDL_INFO for the calculated value for this column based on both hospital account and encounter data. This view should be used to maintain backwards compatibility with reports created before upgrading to the Summer 2009 release.",VARCHAR
HOSPITAL_ACCOUNTS,AUTOPSY_DONE_YN,Denotes whether an autopsy was performed.,VARCHAR
HOSPITAL_ACCOUNTS,AUTOPSY_PROV_ID,The autopsy provider ID stored in the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,BAD_DEBT_AGENCY_ID,"This column stores the unique identifier for the collection agency that was selected when the hospital account was sent to bad debt, sent to external agency A/R, outsourced, or pre-collected. This is cleared when the account returns from bad debt, returns from external agency A/R, or is no longer outsourced.",NUMERIC
HOSPITAL_ACCOUNTS,BAD_DEBT_BUCKET_ID,This column stores the unique identifier for the bad debt bucket that was created when the hospital account was sent to bad debt.,NUMERIC
HOSPITAL_ACCOUNTS,BASE_INV_NUM,The base invoice number for this row.,VARCHAR
HOSPITAL_ACCOUNTS,BILL_DRG_AMLOS,The arithmetic mean length of stay for the billing DRG on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,BILL_DRG_GMLOS,The geometric mean length of stay for the billing DRG on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,BILL_DRG_IDTYPE_ID,This column stores the unique identifier for the billing DRG code set on the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,BILL_DRG_LONG_LOS,The long length of stay for the billing DRG on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,BILL_DRG_MDC_VAL,The Major Diagnostic Category value for the billing DRG on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,BILL_DRG_PS,The severity of illness (SOI) category ID associated with the billing DRG on the hospital account.,INTEGER
HOSPITAL_ACCOUNTS,BILL_DRG_ROM,The risk of mortality category ID associated with the billing DRG on the hospital account.,INTEGER
HOSPITAL_ACCOUNTS,BILL_DRG_SHORT_LOS,The short length of stay for the billing DRG on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,BILL_DRG_WEIGHT,The weight for the billing DRG on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,BILL_NOTE_EXP_DATE,The expiration date of a billing note that was set for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,BIRTH_CERT_SENT_YN,Indicates whether a birth certificate has been sent for this account. A null value for this column indicates that a birth certificate has not been sent. This is an abstracting item.,VARCHAR
HOSPITAL_ACCOUNTS,BIRTH_WEIGHT,The birth weight of the newborn associated with the hospital account. This is an abstracting item.,NUMERIC
HOSPITAL_ACCOUNTS,CASE_MIX_GRP_CODE,The case-mix group code associated with the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,CLAIM_ID,The ID of a claim associated with the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,CLAIM_USER_CHNG_YN,Denotes whether the codes on a claim associated with the hospital account were changed by a user.,VARCHAR
HOSPITAL_ACCOUNTS,CM_LOG_OWNER_ID,ID of the logical deployment owner for this record. Logical owners show the deployment where the record was created but doesn't represent if the record is a part of version skew.,VARCHAR
HOSPITAL_ACCOUNTS,CM_PHY_OWNER_ID,"ID of the physical deployment owner for this record. Physical owners will be where the data is hosted, either on the cross-over server or the owner deployment.",VARCHAR
HOSPITAL_ACCOUNTS,CODER_INITIALS,The initials of the user to last change the coding status on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,CODE_BLUE_YNU,Denotes whether the patient associated with the hospital account was code blue.,VARCHAR
HOSPITAL_ACCOUNTS,CODING_DATETIME,The date and time that the coding status for the hospital account was last changed.,DATETIME
HOSPITAL_ACCOUNTS,CODING_STATUS_C,The coding status category ID for the hospital account.,INTEGER
HOSPITAL_ACCOUNTS,CODING_STS_USER_ID,This column stores the unique identifier for the user when the coding status for the hospital account last changed.,VARCHAR
HOSPITAL_ACCOUNTS,COLL_GRPR_HA_C,"*** Deprecated *** In the table HOSPITAL_ACCOUNTS, the column COLL_GRPR_HA_C (HAR/64) has been deprecated. The deprecated column's content/data is no longer available since it is no longer populated in Chronicles.  An item used internally to store flags or statuses for hospital accounts.",INTEGER
HOSPITAL_ACCOUNTS,COMBINE_ACCT_ID,This column stores the unique identifier for the target hospital account into which this hospital account was combined.,NUMERIC
HOSPITAL_ACCOUNTS,COMBINE_COMMENT,The comment entered by the user when this hospital account was combined with another one.,VARCHAR
HOSPITAL_ACCOUNTS,COMBINE_DATE_TIME,The date and time that this hospital account was combined with another one.,DATETIME
HOSPITAL_ACCOUNTS,COMBINE_USER_ID,This column stores the unique identifier for the user who combined this hospital account with another one.,VARCHAR
HOSPITAL_ACCOUNTS,COMPLETION_DT_TM,The date and time when abstracting was completed for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,COMPLETN_STS_HA_C,The abstract completion status for the hospital account.,INTEGER
HOSPITAL_ACCOUNTS,CORONER_CASE_YN,Denotes whether the patient associated with this hospital account was involved in a coroner case.,VARCHAR
HOSPITAL_ACCOUNTS,COVERAGE_ID,The ID of the primary coverage associated with the hospital account. This first attempts to get the coverage ID from the primary coverage set on the account. The primary coverage may not be the first coverage in the coverage list depending on if there are coverages that are ignored for primary payer. If no primary coverage is set on the account then this will grab the first coverage in the account's coverage list.,NUMERIC
HOSPITAL_ACCOUNTS,CPT_CD_NEW_INFO_YN,Denotes whether new CPT™ code information needs to be entered into the hospital account by coding staff.,VARCHAR
HOSPITAL_ACCOUNTS,CVG_LIST_SELECT_YN,Denotes whether coverages have been put on the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,DEATH_TYPE_C,The type of death category ID for the hospital account. This is an abstracting item.,INTEGER
HOSPITAL_ACCOUNTS,DELIVERY_DATE_TIME,The date and time of the delivery associated with the hospital account. This is an abstracting item.,DATETIME
HOSPITAL_ACCOUNTS,DELIVER_PROV_ID,This column stores the unique identifier for the delivering physician associated with the hospital account. This is an abstracting item.,VARCHAR
HOSPITAL_ACCOUNTS,DISCHARGE_WEIGHT,The discharge weight of the newborn associated with the hospital account. This is an abstracting item.,NUMERIC
HOSPITAL_ACCOUNTS,DISCH_DATE_TIME,"This column stores the discharge date and time associated with the hospital account. The discharge date and time (I HAR 425/430) are first pulled from the coding information on the hospital account. If that data is not stored on the hospital account yet, then this will use the primary encounter to determine the discharge date and time. The exact items used varies based on the encounter type.",DATETIME
HOSPITAL_ACCOUNTS,DISCH_DEPT_ID,This column stores the unique identifier for the discharge department on the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,DISCH_DESTIN_HA_C,This column stores the discharge destination stored in the hospital account. This item is copied from the patient's ADT event record.,VARCHAR
HOSPITAL_ACCOUNTS,DISCH_LOC_ID,The discharge location stored in the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,DISCH_TO,A discharge destination stored in the hospital account for coding and/or abstracting purposes. This is manually entered into the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,DNB_DATE,The date when the hospital account moved to the status of discharged-not-billed.,DATETIME
HOSPITAL_ACCOUNTS,DRG_EXPECTED_REIMB,This column stores the diagnosis-related group (DRG)-based expected reimbursement amount stored in the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,ER_ADMIT_DATE_TIME,The emergency room admission date and time stored in the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,ER_ADMIT_SRC_HA_C,"*** Deprecated *** In table HOSPITAL_ACCOUNTS, the column ER_ADMIT_SRC_HA_C (HAR/465) has been deprecated. The deprecated column's data is no longer available since it is no longer populated in Chronicles.",INTEGER
HOSPITAL_ACCOUNTS,ER_ADMIT_TYP_HA_C,The emergency room admission type stored in the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,ER_DSCHG_DATE_TIME,The emergency room discharge date and time stored in the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,ER_PAT_STS_HA_C,The emergency room patient status stored in the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,EXPIRATION_UNIT_ID,The expiration unit stored in the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,EXPIRD_IN_HOUSE_YN,Denotes whether the patient expired in house.,VARCHAR
HOSPITAL_ACCOUNTS,EXP_NONCVD_CHG_AMT,The total expected non-covered charge amount associated with the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,EXP_PAT_LIAB_CMT,The expected patient liability user comment for the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,EXP_TOTAL_CHG_AMT,The expected total charge amount for the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,EXP_TOTAL_CHG_CMT,The expected total charge user comment for the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,EXTRACT_DATETIME,"*** Deprecated *** This column should no longer be used to track updates to HOSPITAL_ACCOUNTS. Set ""Track row updates?"" to ""Yes"" in the Information Activity to enable capturing of row updates on HOSPITAL_ACCOUNTS using CR_STAT_ALTER.",DATETIME
HOSPITAL_ACCOUNTS,FAILED_VBAC_YN,Indicates whether a vaginal birth after caesarian failed. This is an abstracting item.,VARCHAR
HOSPITAL_ACCOUNTS,FINAL_DRG_ID,The final coded DRG stored in the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,FIRST_BILLED_DATE,This column stores the date when the account moved to the billed state for the first time.,DATETIME
HOSPITAL_ACCOUNTS,FOLLOW_UP,Free text information about follow-up.,VARCHAR
HOSPITAL_ACCOUNTS,FRST_DET_BILL_DATE,The date that the first detail bill was sent for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,FRST_DMND_STMT_DT,The date that the first demand statement was sent for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,FRST_STMT_DATE,"The date that the first statement (non-demand) was sent for the hospital account. If you are sending informational or prorated statements this date will store the date the first informational, prorated, or full statement was sent.",DATETIME
HOSPITAL_ACCOUNTS,GESTATIONAL_AGE,"On the mother's hospital account, the gestational age of the baby. This is an abstracting item.",VARCHAR
HOSPITAL_ACCOUNTS,GEST_AGE_BABY,The gestational age of the baby associated with the hospital account. This is an abstracting item.,INTEGER
HOSPITAL_ACCOUNTS,GRAVIDA,"The total number of pregnancies the patient on the hospital account has had, regardless of whether they were carried to term. This is an abstracting item.",INTEGER
HOSPITAL_ACCOUNTS,GUARANTOR_ID,The ID of the guarantor for the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,GUAR_ADDR_1,The first line of the street address of the guarantor for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_ADDR_2,The second line of the street address of the guarantor for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_CITY,The city portion of the address of the guarantor for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_COUNTRY_C,The country category ID for the guarantor address on the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_COUNTY_C,The county category ID for the guarantor address on the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_DOB,The date of birth of the guarantor for the hospital account at time of discharge.,DATETIME
HOSPITAL_ACCOUNTS,GUAR_HM_PHONE,The home phone number of the guarantor for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_NAME,The name of the guarantor for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_SEX_C,The guarantor sex category ID for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_SSN,The social security number of the guarantor for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_STATE_C,The state category ID for the guarantor address on the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_WK_PHONE,The work phone number of the guarantor for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,GUAR_ZIP,The ZIP Code of the guarantor for the hospital account at time of discharge.,VARCHAR
HOSPITAL_ACCOUNTS,HIGH_RISK_YNU,Denotes whether the patient is considered high risk.,VARCHAR
HOSPITAL_ACCOUNTS,HOLD_STATUS_C,The coding hold status category ID for the hospital account. This is an abstracting item.,INTEGER
HOSPITAL_ACCOUNTS,HOM_RPT_FLG_YN,"Charge homing enterprise reporting flag to determine if hospital account should be extracted from home or place of service. Uses the following logic to determine which account should be extracted: If hospital account is on place of service, extract only if homing bucket does not exist. If hospital account is at home, extract only if charges exist on the account.",VARCHAR
HOSPITAL_ACCOUNTS,HOSPICE_INDICATOR,The hospice indicator stored in the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,HSP_ACCOUNT_ID,This column stores the unique identifier for the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,HSP_ACCOUNT_NAME,The name of the patient associated with the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,INIT_CODING_DATE,The date the hospital account was first coded. This is an abstracting item.,DATETIME
HOSPITAL_ACCOUNTS,INSTRUCT_GIVEN_YNU,Denotes whether instructions were given to the patient.,VARCHAR
HOSPITAL_ACCOUNTS,INST_OF_UPDATE,"*** Deprecated *** In table HOSPITAL_ACCOUNTS, the column INST_OF_UPDATE (HAR/9060) has been deprecated. This column was deprecated because the underlying data is no longer flagged for extraction with the table-based tracking build method that the HAR masterfile uses. This column has been replaced by column INST_OF_UPDATE_DTTM (HAR/9060) in table HSP_ACCT_LAST_UPDATE. To look up the deprecated column's value after the EMR system upgrade, join column HOSPITAL_ACCOUNTS.HSP_ACCOUNT_ID to table HSP_ACCT_LAST_UPDATE column HSP_ACCOUNT_ID and get the INST_OF_UPDATE_DTTM value.",DATETIME
HOSPITAL_ACCOUNTS,INV_NUM_SEQ_CTR,The invoice number sequence counter for the hospital account.,INTEGER
HOSPITAL_ACCOUNTS,IS_ACTIVE_YN,"Indicates whether the hospital account is considered active. 'Y' indicates that the account is active and a null value indicates that the account is not active. An account is considered active if the account billing status (from HOSPITAL_ACCOUNTS.ACCT_BILLSTS_HA_C) is not 40-Voided, 50-Closed, 60-Archived, or 99-Combined. This item is primarily used to improve performance of certain functionality within the Hospital Billing application.",VARCHAR
HOSPITAL_ACCOUNTS,IS_CALLED_911_YNU,Denotes whether 911 was called.,VARCHAR
HOSPITAL_ACCOUNTS,IS_COPY_FLAG,Denotes whether information about admission and discharge times and providers has been copied from the patient's record in ADT into the hospital account. This copy happens at the time of billing.,VARCHAR
HOSPITAL_ACCOUNTS,IS_CR_BAL_FLAG,Denotes whether the hospital account has a credit balance.,VARCHAR
HOSPITAL_ACCOUNTS,IS_HOSPITALIST_YN,"In table HOSPITAL_ACCOUNTS, the column IS_HOSPITALIST_YN has been deprecated. This column has been replaced by column HOSPIST_NEEDED_YN (EPT/18835) in table HOSPITAL_ENCOUNTERS. To look up the deprecated column's value after the EMR system upgrade, use the column HOSPIST_NEEDED_YN in table HOSPITAL_ENCOUNTERS to get the IS_HOSPITALIST_YN value. Alternatively, join column HOSPITAL_ACCOUNTS.HSP_ACCOUNT_ID to view V_ARHB_HSP_ACCT_ADDL_INFO column HSP_ACCOUNT_ID to get the IS_HOSPITALIST_YN value. This view should be used to maintain backwards compatibility with reports created before upgrading to the Summer 2009 release.",VARCHAR
HOSPITAL_ACCOUNTS,IS_INSTI_YN,Denotes whether the hospital account is designated as an institutional account. A hospital account is considered institutional if its guarantor is of a type designated as institutional in the system definition profile.,VARCHAR
HOSPITAL_ACCOUNTS,IS_LATE_CHG_FLAG,Denotes whether the hospital account has late charges.,VARCHAR
HOSPITAL_ACCOUNTS,IS_PMTPLAN_AMT_DUE,Denotes whether the balance on the hospital account is included on a payment plan.,VARCHAR
HOSPITAL_ACCOUNTS,LAST_CMG_CODE,The CMG code from the last CPT merge.,VARCHAR
HOSPITAL_ACCOUNTS,LAST_CODING_DATE,The date of the last coding status change for the hospital account. This is an abstracting item.,DATETIME
HOSPITAL_ACCOUNTS,LAST_DET_BILL_DATE,The last date that a detail bill was sent for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,LAST_DMND_STMT_DT,The last date that a demand statement was sent for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,LAST_INTRM_BILL_DT,The last date that interim billing was performed for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,LAST_INT_CVG_ID,This column stores the unique identifier for the last interim coverage associated with the hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,LAST_STMT_DATE,The last date that a statement (non-demand) was sent for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,LOC_ID,The location stored in the hospital account. Location is only stored in hospital accounts if you are assigning hospital account IDs by location instead of service area.,NUMERIC
HOSPITAL_ACCOUNTS,MEANS_OF_ARRV_C,The patient's means of arrival stored in the hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,MOM_HSP_ACCT_ID,This column stores the unique identifier for the hospital account for the mother linked to the baby's hospital account.,NUMERIC
HOSPITAL_ACCOUNTS,MOM_PATIENT_ID,The patient ID for the mother associated with the baby's hospital account.,VARCHAR
HOSPITAL_ACCOUNTS,NEEDS_REPOST_YN,"Indicates whether this hospital account should have its transactions (charges, payments, and adjustments) reposted. Reposting can be required for reasons like reclassification or charge homing.",VARCHAR
HOSPITAL_ACCOUNTS,NEXT_STMT_DATE,The next date on which a statement is scheduled to be sent to the guarantor for the hospital account.,DATETIME
HOSPITAL_ACCOUNTS,NUM_OF_CHARGES,"The total number of charge transactions posted to the hospital account. This number may include inactive charges, such as reversals and reversed charges.",INTEGER
HOSPITAL_ACCOUNTS,NUM_OF_DET_BILLS,The number of detail bills that have been sent for the hospital account.,INTEGER
HOSPITAL_ACCOUNTS,NUM_OF_DMND_STMTS,The number of demand statements that have been sent for the hospital account.,INTEGER
HOSPITAL_ACCOUNTS,NUM_OF_STMTS_SENT,The number of statements (non-demand) that have been sent for the hospital account.,INTEGER
HOSPITAL_ACCOUNTS,OLD_RECUR_PRNT_ID,This column stores the unique identifier for the parent recurring account before combine.,NUMERIC
HOSPITAL_ACCOUNTS,OLD_RECUR_STS_C,"For combined accounts, the status of the recurring account before combining.",INTEGER
HOSPITAL_ACCOUNTS,ORGAN_DONOR_YN,Indicates whether the patient associated with hospital account is an organ donor. This is an abstracting item.,VARCHAR
