description,name,nodeId,contentHash,loadedAt
This item contains the pronunciation of the bed's name as intended for the IVR.,IVR_NAME,emr|dbo|BED_CONFIG|IVR_NAME,903c57f56e4e04df,2026-09-06T00:00:00Z
"This item records the level of care unit group override for the bed, which is utilized for grouping beds in reports. Pool room beds do not adhere to this item and instead refer to the department level of care unit group.",LEVEL_OF_CARE_GROUPER_CODE,emr|dbo|BED_CONFIG|LEVEL_OF_CARE_GROUPER_CODE,b21030660b91d26d,2026-09-06T00:00:00Z
"This item specifies whether the bed is designated for use in the perioperative area of the hospital. If no value is provided, the default setting is that it is not a perioperative bed.",PERIOPERATIVE_FLAG,emr|dbo|BED_CONFIG|PERIOPERATIVE_FLAG,6953e8eb8ab1237b,2026-09-06T00:00:00Z
Specifies the date when this bed is no longer available for patient encounters.,PERMANENTLY_CLOSED_DATE,emr|dbo|BED_CONFIG|PERMANENTLY_CLOSED_DATE,c5a3258f8a000c28,2026-09-06T00:00:00Z
Specifies if the bed record pertains to a pool bed.,POOL_BED_FLAG,emr|dbo|BED_CONFIG|POOL_BED_FLAG,cb7538d2d7370fd5,2026-09-06T00:00:00Z
"The status of the bed record, indicating whether it is inactive or deleted.",RECORD_STATE,emr|dbo|BED_CONFIG|RECORD_STATE,28160dc553380cc1,2026-09-06T00:00:00Z
The ID number associated with the room of the bed record.,ROOM_ID,emr|dbo|BED_CONFIG|ROOM_ID,9f8d6e7c167f76fb,2026-09-06T00:00:00Z
"This item holds the service unit group override for the bed, which is utilized for grouping beds in reports. Beds in pool rooms do not adhere to this item and instead refer to the department service unit group.",SERVICE_GROUPER_CODE,emr|dbo|BED_CONFIG|SERVICE_GROUPER_CODE,d95c1874da85e7c2,2026-09-06T00:00:00Z
The priority level assigned to the bed for service purposes.,SVC_PRIORITY_CODE,emr|dbo|BED_CONFIG|SVC_PRIORITY_CODE,b5e594e14b157599,2026-09-06T00:00:00Z
The PHONE_NUMBER of the bed record.,TELEPHONE_NUMBER,emr|dbo|BED_CONFIG|TELEPHONE_NUMBER,7b1be91f59242524,2026-09-06T00:00:00Z
"This column holds a numeric value indicating the count of business days (excluding weekends and holidays) since 1850-01-01. It accounts for holidays established at the Service Area or Location level, but not those defined at the Department level.",BUS_DAY_CT,emr|dbo|CALENDAR_DATES|BUS_DAY_CT,de072e98b81fbd7a,2026-09-06T00:00:00Z
The date presented in standard date format.,CALENDAR_DT,emr|dbo|CALENDAR_DATES|CALENDAR_DT,2b234bd6d9c4d7c2,2026-09-06T00:00:00Z
The date represented as a string in the 'YYYY-MM-DD' format.,CALENDAR_DT_STR,emr|dbo|CALENDAR_DATES|CALENDAR_DT_STR,4bfcb80abb72069d,2026-09-06T00:00:00Z
"This column contains the ""day"" component of a date. For instance, if the date is May 13, the value in this column will be ""13"".",DAY_OF_MONTH,emr|dbo|CALENDAR_DATES|DAY_OF_MONTH,62f91f1e1472fdb6,2026-09-06T00:00:00Z
"This column represents the category number for the days of the week, starting at 0 for Thursday and ending at 6 for Wednesday. It can be joined with day of the week columns using ZC_DAY_OF_THE_WEEK, or with a Format INI of ""SCH"" and a Format Item of ""130""; for columns based on ZC_WHICH_DAYS or with a Format INI of ""ECT"" and a Format Item of ""710"", use WHICH_DAYS_CODE instead.",DAY_OF_THE_WEEK_CODE,emr|dbo|CALENDAR_DATES|DAY_OF_THE_WEEK_CODE,f423b827618d701f,2026-09-06T00:00:00Z
"Days of the week, including Monday, Tuesday, and others.",DAY_OF_WEEK,emr|dbo|CALENDAR_DATES|DAY_OF_WEEK,45bcb7023072ee0e,2026-09-06T00:00:00Z
"Holds a numeric value indicating the day of the week for the specified CALENDAR_DT in the current locale, where 0 represents the first day and 6 represents the last day. For instance, in the United States, Sunday is 0 and Saturday is 6.",DAY_OF_WEEK_INDEX,emr|dbo|CALENDAR_DATES|DAY_OF_WEEK_INDEX,fa664738ccb0d3d9,2026-09-06T00:00:00Z
"This column represents the Nth day of the year, where January 1 is designated as day 1 and December 31 is typically day 365.",DAY_OF_YEAR,emr|dbo|CALENDAR_DATES|DAY_OF_YEAR,1449e3a069d1df1d,2026-09-06T00:00:00Z
"Specifies if the date is a holiday, with ""Y"" indicating a holiday and ""N"" indicating it is not. This is based on the locale definition.",HOLIDAY_FLAG,emr|dbo|CALENDAR_DATES|HOLIDAY_FLAG,3bd756657aecb74a,2026-09-06T00:00:00Z
"The OLTP system stores most datetime information as a numeric representation of seconds known as an Instant. This column indicates the Instant for a specific day at 12AM, and the ACCESS_LOG tables include an indexed (PK) column in this format.",INSTANT_AT_MIDNIGHT,emr|dbo|CALENDAR_DATES|INSTANT_AT_MIDNIGHT,a2ee23408ae93f11,2026-09-06T00:00:00Z
"The OLTP system stores a significant amount of date information in an integer format referred to as DAT, which is equivalent to 121531-DTE. The value of DAT decreases over time, and this column holds the DAT.",INTERNAL_DAT,emr|dbo|CALENDAR_DATES|INTERNAL_DAT,5f0f9780899c3c98,2026-09-06T00:00:00Z
"The OLTP database uses an internal integer format called DTE to store certain dates, with the DTE value increasing over time. This column holds the DTE.",INTERNAL_DTE,emr|dbo|CALENDAR_DATES|INTERNAL_DTE,cd4843751c45638b,2026-09-06T00:00:00Z
"The final occurrence within the month of the last business day of the week, which may vary by locale and is not necessarily a Friday. This is utilized to identify the last complete business week of the month.",LAST_FRIDAY_DT,emr|dbo|CALENDAR_DATES|LAST_FRIDAY_DT,e0b19b28e94ee83f,2026-09-06T00:00:00Z
This column indicates if the current year is a leap year.,LEAP_YEAR_FLAG,emr|dbo|CALENDAR_DATES|LEAP_YEAR_FLAG,eadedb3970af30d3,2026-09-06T00:00:00Z
"This column holds the month and year formatted as 'MonthName YYYY'. For instance, if the CALENDAR_DT is 2012-01-31, the column will show 'January 2012'.",MONTHNAME_YEAR,emr|dbo|CALENDAR_DATES|MONTHNAME_YEAR,8f50786f23e97d24,2026-09-06T00:00:00Z
The initial day of the month for the given date in datetime format.,MONTH_BEGIN_DT,emr|dbo|CALENDAR_DATES|MONTH_BEGIN_DT,83c1dd99fce9a34d,2026-09-06T00:00:00Z
The initial day of the month represented as a string in the 'YYYY-MM-DD' format.,MONTH_BEGIN_DT_STR,emr|dbo|CALENDAR_DATES|MONTH_BEGIN_DT_STR,c818e1cb90744c8a,2026-09-06T00:00:00Z
"This represents the final day of the month, such as 02/28/2007.",MONTH_END_DT,emr|dbo|CALENDAR_DATES|MONTH_END_DT,8d7ccaa3eac8ec8d,2026-09-06T00:00:00Z
Specifies if the date in this row is the final day of a month. It is commonly utilized as a filter and is preferred over comparing CALENDAR_DT to MONTH_END_DT.,MONTH_END_FLAG,emr|dbo|CALENDAR_DATES|MONTH_END_FLAG,4f2bcb63bc20771a,2026-09-06T00:00:00Z
"The full name of the month, such as ""February"".",MONTH_NAME,emr|dbo|CALENDAR_DATES|MONTH_NAME,df6f795559adbebb,2026-09-06T00:00:00Z
"The month represented as an integer. For instance, February is denoted as ""2"".",MONTH_NUMBER,emr|dbo|CALENDAR_DATES|MONTH_NUMBER,fe26c02003103950,2026-09-06T00:00:00Z
This column indicates the frequency of each day of the week within the specified month. It can be used to identify occurrences such as the fourth Tuesday of the month.,OCCURRENCE_IN_MONTH,emr|dbo|CALENDAR_DATES|OCCURRENCE_IN_MONTH,808359fa11b2f066,2026-09-06T00:00:00Z
This represents the date of the day before the current date.,PREV_DAY_DT,emr|dbo|CALENDAR_DATES|PREV_DAY_DT,73112b4a9c50beb7,2026-09-06T00:00:00Z
The initial day of the quarter represented as a string in the 'YYYY-MM-DD' format.,QTR_BEGIN_DT_STR,emr|dbo|CALENDAR_DATES|QTR_BEGIN_DT_STR,d1df410e7b6fe7f4,2026-09-06T00:00:00Z
This date marks the beginning of the quarter.,QUARTER_BEGIN_DT,emr|dbo|CALENDAR_DATES|QUARTER_BEGIN_DT,533fb886767f6124,2026-09-06T00:00:00Z
This date represents the final day of the quarter.,QUARTER_END_DT,emr|dbo|CALENDAR_DATES|QUARTER_END_DT,1e89ca1c082ca896,2026-09-06T00:00:00Z
"This column holds the quarter number of the year as an integer. For instance, February corresponds to Quarter 1, and November corresponds to Quarter 4.",QUARTER_NUMBER,emr|dbo|CALENDAR_DATES|QUARTER_NUMBER,85208e2a701d701e,2026-09-06T00:00:00Z
This column holds the quarter number represented as a string in the 'Q#' format.,QUARTER_STR,emr|dbo|CALENDAR_DATES|QUARTER_STR,719d553fdbf6ac14,2026-09-06T00:00:00Z
"This column provides the date that is one year prior to the value in CALENDAR_DT. For example, if CALENDAR_DT is 2/24/2009, the column will return 2/24/2008; however, if CALENDAR_DT is February 29th, the column will return no value.",SAME_DAY_YEAR_AGO,emr|dbo|CALENDAR_DATES|SAME_DAY_YEAR_AGO,4e3fe0032bf17185,2026-09-06T00:00:00Z
"This column represents the date of the following day. It can be used to assist in linking datetime values, such as in the condition CONTACT_DATE>=CALENDAR_DT and CONTACT_DT<TOMORROW_DT.",TOMORROW_DT,emr|dbo|CALENDAR_DATES|TOMORROW_DT,dc152f82af117d42,2026-09-06T00:00:00Z
"This column holds the starting date of the United States federal fiscal year, which begins on 1 October and concludes on 30 September. The fiscal year has been in effect since 1 October 1976, and the data is not valid for dates before this point.",USA_FISCAL_YEAR_BEGIN_DT,emr|dbo|CALENDAR_DATES|USA_FISCAL_YEAR_BEGIN_DT,17f147242434ebc9,2026-09-06T00:00:00Z
"This column holds the final date of the United States federal fiscal year, which starts on 1 October and concludes on 30 September. The fiscal year has been in effect since 1 October 1976, and the data is not reliable for dates before this point.",USA_FISCAL_YEAR_END_DT,emr|dbo|CALENDAR_DATES|USA_FISCAL_YEAR_END_DT,502c8db3c0820049,2026-09-06T00:00:00Z
"This column holds a numerical value indicating the count of weekdays since 1850-01-01, excluding holidays.",WEEKDAY_CT,emr|dbo|CALENDAR_DATES|WEEKDAY_CT,9ca492f0ca8a2b01,2026-09-06T00:00:00Z
"Holds ""Y"" for weekend days and ""N"" for all other days, based on the locale definition.",WEEKEND_FLAG,emr|dbo|CALENDAR_DATES|WEEKEND_FLAG,441dfbb3d72a4065,2026-09-06T00:00:00Z
The initial day of the week represented in datetime format.,WEEK_BEGIN_DT,emr|dbo|CALENDAR_DATES|WEEK_BEGIN_DT,ed2b41f6a35a5b5e,2026-09-06T00:00:00Z
The initial day of the week represented as a string in the 'YYYY-MM-DD' format.,WEEK_BEGIN_DT_STR,emr|dbo|CALENDAR_DATES|WEEK_BEGIN_DT_STR,33a0cfe857be308d,2026-09-06T00:00:00Z
"The final day of the week represented in standard date format, which varies based on locale settings.",WEEK_ENDING_DT,emr|dbo|CALENDAR_DATES|WEEK_ENDING_DT,ef2ba367ddcb1b4c,2026-09-06T00:00:00Z
"The WEEK_NUMBER represents the ordinal number of the week within the year, which is determined by the locale's specific definition.",WEEK_NUMBER,emr|dbo|CALENDAR_DATES|WEEK_NUMBER,7a075d6d6b4cfbd5,2026-09-06T00:00:00Z
"This column represents the category number for the days of the week, with values ranging from 1 for Sunday to 7 for Saturday. It can be joined with day of the week columns using ZC_WHICH_DAYS or a Format INI of ""ECT"" and a Format Item of ""710""; for columns based on ZC_DAY_OF_THE_WEEK or with a Format INI of ""SCH"" and a Format Item of ""130"", use DAY_OF_THE_WEEK_CODE instead.",WHICH_DAYS_CODE,emr|dbo|CALENDAR_DATES|WHICH_DAYS_CODE,ced480d71a947001,2026-09-06T00:00:00Z
This column holds the year represented as a four-digit number.,YEAR,emr|dbo|CALENDAR_DATES|YEAR,5541290d2a354049,2026-09-06T00:00:00Z
The initial day of the year for the date represented in datetime format.,YEAR_BEGIN_DT,emr|dbo|CALENDAR_DATES|YEAR_BEGIN_DT,40181572ff73e412,2026-09-06T00:00:00Z
The initial day of the year represented as a string in the 'YYYY-MM-DD' format.,YEAR_BEGIN_DT_STR,emr|dbo|CALENDAR_DATES|YEAR_BEGIN_DT_STR,5a5456fe29eea698,2026-09-06T00:00:00Z
The final date of the year for the CALENDAR_DT.,YEAR_END_DT,emr|dbo|CALENDAR_DATES|YEAR_END_DT,e5d23945cb3fadaa,2026-09-06T00:00:00Z
This column stores the month and year in the format YYYYMM to facilitate grouping by month.,YEAR_MONTH,emr|dbo|CALENDAR_DATES|YEAR_MONTH,adf3164e51d7ed8c,2026-09-06T00:00:00Z
This column holds the year and month represented as a string in the 'YYYY-MM' format.,YEAR_MONTH_STR,emr|dbo|CALENDAR_DATES|YEAR_MONTH_STR,5504ebe7e8d46e0e,2026-09-06T00:00:00Z
"The four-digit year associated with the WEEK_NUMBER. This year may differ from the actual date depending on the starting point of the new year and the locale definition, such as December 31st being counted as part of the first week of the next year.",YEAR_OF_THE_WEEK,emr|dbo|CALENDAR_DATES|YEAR_OF_THE_WEEK,d59e02e787e0f212,2026-09-06T00:00:00Z
This column holds the year and quarter data formatted as 'YYYY Q#'.,YEAR_QUARTER,emr|dbo|CALENDAR_DATES|YEAR_QUARTER,66d98eb4be984ce0,2026-09-06T00:00:00Z
A short summary of the alert.,ALERT_DESC,emr|dbo|CLINICAL_ALERTS|ALERT_DESC,d5453bba7063d0ab,2026-09-06T00:00:00Z
The unique ID for the alert.,ALT_ID,emr|dbo|CLINICAL_ALERTS|ALT_ID,9b64bd5ed515b443,2026-09-06T00:00:00Z
The ID for the blood alert bucket category associated with the alert.,BLOOD_ALERT_BUCKET_CODE,emr|dbo|CLINICAL_ALERTS|BLOOD_ALERT_BUCKET_CODE,955ed25ba8d209aa,2026-09-06T00:00:00Z
This column indicates if the advisory linked to this alert is intended for patients.,BPA_IS_PAT_FACING_FLAG,emr|dbo|CLINICAL_ALERTS|BPA_IS_PAT_FACING_FLAG,cff6cfe0b27bbc5c,2026-09-06T00:00:00Z
"This column holds details about the locators that were activated, leading to the triggering of the Best Practice Alert.",BPA_LOCATOR_ID,emr|dbo|CLINICAL_ALERTS|BPA_LOCATOR_ID,c80416058876c01b,2026-09-06T00:00:00Z
"ID of the logical deployment owner associated with this record. Logical owners indicate the deployment in which the record was created, but do not reflect whether the record is affected by version skew.",CM_LOG_OWNER_ID,emr|dbo|CLINICAL_ALERTS|CM_LOG_OWNER_ID,b7e77164f84e1955,2026-09-06T00:00:00Z
"ID of the physical deployment owner associated with this record. Physical owners indicate the location where the data is hosted, either on the cross-over server or the owner deployment.",CM_PHY_OWNER_ID,emr|dbo|CLINICAL_ALERTS|CM_PHY_OWNER_ID,f38154cc4c8e8d47,2026-09-06T00:00:00Z
"The action that caused the warning, applicable only when the warning type is EXPECTED_WORKFLOW_STEP_NOT_COMPLETE.",EXPECTED_WKFL_ACTVTIES_CODE,emr|dbo|CLINICAL_ALERTS|EXPECTED_WKFL_ACTVTIES_CODE,5faa91c9dfbf6b27,2026-09-06T00:00:00Z
"This column indicates the type of alert generated for the patient, such as BEST_PRACTICE_ALERTS, DUPLICATE_CHECKING, MEDICATION_CHECKING, and ALTERNATIVE_ALERTS.",GENERAL_ALT_TYPE_CODE,emr|dbo|CLINICAL_ALERTS|GENERAL_ALT_TYPE_CODE,23402623006ec7eb,2026-09-06T00:00:00Z
This column holds the ID of the Health Maintenance topic associated with this alert record.,HM_TOPIC_ID,emr|dbo|CLINICAL_ALERTS|HM_TOPIC_ID,ae4a5b16ad14129a,2026-09-06T00:00:00Z
This column holds details regarding the specific immunization that triggered the immunization–allergy alert.,IMMUN_ID,emr|dbo|CLINICAL_ALERTS|IMMUN_ID,f66a4864f721e7a1,2026-09-06T00:00:00Z
The MAR_ACTION_CATEGORY_ID chosen in reaction to the alert following an attempt to program the pump.,MAR_ACTION_CODE,emr|dbo|CLINICAL_ALERTS|MAR_ACTION_CODE,4d1bdd9c2873b1a8,2026-09-06T00:00:00Z
"This column indicates whether this alert was triggered within 5 minutes of another alert for the same patient ENC, User, and alert type, marking it as a POTENTIAL duplicate. The duplication flag can apply to various alert types, such as MAR alerts and Dispense Preparation alerts, despite the column's name.",MAR_DUPLICATE_FLAG,emr|dbo|CLINICAL_ALERTS|MAR_DUPLICATE_FLAG,1d8ae6ca5afb6331,2026-09-06T00:00:00Z
Holds the configuration for the Anesthesia Intraprocedure medication advisory that produced this alert.,MED_ADVISORY_RECORD_ID,emr|dbo|CLINICAL_ALERTS|MED_ADVISORY_RECORD_ID,1be1651687e3e74a,2026-09-06T00:00:00Z
This holds the advisory type for any medication advisories created by the EMR system related to Anesthesia Intraprocedure.,MED_ADVISORY_TYPE_CODE,emr|dbo|CLINICAL_ALERTS|MED_ADVISORY_TYPE_CODE,64626ecdceb08a6d,2026-09-06T00:00:00Z
This column holds the free text comment provided by the user following the entry of discrete feedback.,MED_ADVISORY_USER_COMMENT,emr|dbo|CLINICAL_ALERTS|MED_ADVISORY_USER_COMMENT,70d9e6c8b76877a8,2026-09-06T00:00:00Z
This column holds the specific user feedback regarding a medication advisory.,MED_ADVISORY_USER_FEEDBACK_CODE,emr|dbo|CLINICAL_ALERTS|MED_ADVISORY_USER_FEEDBACK_CODE,5b4ea668d27a60f3,2026-09-06T00:00:00Z
"This is a specific category of medication alert type, currently utilized solely for alerts classified as type 23 - Error while checking interactions.",MED_ALERT_SUBTYPE_CODE,emr|dbo|CLINICAL_ALERTS|MED_ALERT_SUBTYPE_CODE,53028bdee31661d3,2026-09-06T00:00:00Z
"This column specifies the type of medication alert, such as drug-drug, drug-food, and duplicate medication. You can reference ZC_MED_ALERT_TYPE.MED_ALERT_TYPE_CODE for the name, title, and abbreviation details related to the medication alert type.",MED_ALERT_TYPE_CODE,emr|dbo|CLINICAL_ALERTS|MED_ALERT_TYPE_CODE,940ca93e1eb3f740,2026-09-06T00:00:00Z
"The category value for Medication Data Vendor. It can be associated with ZC_MED_VENDOR.MED_VENDOR_CODE to retrieve the name, title, and abbreviation of the medication data vendor.",MED_VENDOR_CODE,emr|dbo|CLINICAL_ALERTS|MED_VENDOR_CODE,a46d018233356c0d,2026-09-06T00:00:00Z
The guarantor account associated with this next best action event.,NBA_GUARANTOR_ACCT_ID,emr|dbo|CLINICAL_ALERTS|NBA_GUARANTOR_ACCT_ID,0131a2d7dcf8d137,2026-09-06T00:00:00Z
The ID of the action record associated with this next best action event.,NBA_LOCATOR_ID,emr|dbo|CLINICAL_ALERTS|NBA_LOCATOR_ID,a8a3f27730758efd,2026-09-06T00:00:00Z
The patient is associated with this subsequent best action event.,NBA_PATIENT_ID,emr|dbo|CLINICAL_ALERTS|NBA_PATIENT_ID,31ac8636d09b3c5b,2026-09-06T00:00:00Z
The prospective patient is associated with this next best action event.,NBA_PROSPECT_RECORD_ID,emr|dbo|CLINICAL_ALERTS|NBA_PROSPECT_RECORD_ID,bf8d95b3d1573cb2,2026-09-06T00:00:00Z
The provider is associated with this next best action event.,NBA_PROV_ID,emr|dbo|CLINICAL_ALERTS|NBA_PROV_ID,30e68bd95ae34dce,2026-09-06T00:00:00Z
The submitter is associated with this next best action event.,NBA_SUBMITTER_RECORD_ID,emr|dbo|CLINICAL_ALERTS|NBA_SUBMITTER_RECORD_ID,cd72f3cf99814e6e,2026-09-06T00:00:00Z
The unique identifier for the order group related to the feedback in this alert record.,ORDER_GROUP_ID,emr|dbo|CLINICAL_ALERTS|ORDER_GROUP_ID,10bddb2c6a90de9a,2026-09-06T00:00:00Z
The order validation extension that was activated for the patient.,ORD_VALID_LPP_ID,emr|dbo|CLINICAL_ALERTS|ORD_VALID_LPP_ID,0476f466363c85b9,2026-09-06T00:00:00Z
The unique patient identifier for the patient associated with the alert. It can be linked to PATIENTS.PATIENT_ID to retrieve patient-specific details.,PATIENT_ID,emr|dbo|CLINICAL_ALERTS|PATIENT_ID,5d2efb7b00f80095,2026-09-06T00:00:00Z
The unique identifier for the protocol related to the feedback in this alert record.,PROTOCOL_ID,emr|dbo|CLINICAL_ALERTS|PROTOCOL_ID,ce64a6807c069740,2026-09-06T00:00:00Z
The unique external device ID of the pump chosen in response to the warning following an attempt to program the pump.,PUMP_ID,emr|dbo|CLINICAL_ALERTS|PUMP_ID,b4cbc8ed5566556b,2026-09-06T00:00:00Z
"This column indicates the status of a record as either soft deleted, hidden, or both hidden and soft deleted. It should be used alongside the record archived flag (REC_ARCHIVED_FLAG) for the purpose of encounter archiving.",RECORD_STATUS_CODE,emr|dbo|CLINICAL_ALERTS|RECORD_STATUS_CODE,687e44cb88f08b27,2026-09-06T00:00:00Z
Specifies if the Alert record is archived at the individual record level.,REC_ARCHIVED_FLAG,emr|dbo|CLINICAL_ALERTS|REC_ARCHIVED_FLAG,6c81a6f00afedb49,2026-09-06T00:00:00Z
"Holds the EXTENSION_ID of the record that created the Sign Visit Validation message, provided the message originated from an extension.",SVV_LEAF_LPP_ID,emr|dbo|CLINICAL_ALERTS|SVV_LEAF_LPP_ID,2da8da4ef4a0fe43,2026-09-06T00:00:00Z
"Holds the Extension ID from the user's profile that triggered this Sign Visit Validation message, but only if it differs from the value in ITEM_41000.",SVV_PROFILE_LPP_ID,emr|dbo|CLINICAL_ALERTS|SVV_PROFILE_LPP_ID,39ed99e0a3c51299,2026-09-06T00:00:00Z
Holds the Rule (CER) ID if the Sign Visit Validation is derived from a rule record.,SVV_RULE_ID,emr|dbo|CLINICAL_ALERTS|SVV_RULE_ID,f5be4fe063ac5995,2026-09-06T00:00:00Z
"The date and time when this row was last modified, indicating the most recent extraction of the table or backfilling of this column.",UPDATE_DATE,emr|dbo|CLINICAL_ALERTS|UPDATE_DATE,197934c29095981e,2026-09-06T00:00:00Z
"The ENCOUNTER_ID represents the unique identifier for the patient encounter during which the alert was triggered. This identifier is distinct across all patients and encounters, and alerts associated with a specific patient encounter are stored within that encounter, allowing for a join with PATIENT_ENCOUNTERS.ENCOUNTER_ID to retrieve encounter details.",VISIT_ID,emr|dbo|CLINICAL_ALERTS|VISIT_ID,bedc73ace7cee03a,2026-09-06T00:00:00Z
Holds the date when the transcription message was accepted.,ACCEPT_DATE,emr|dbo|CLINICAL_NOTES|ACCEPT_DATE,969839a0d53c2d2d,2026-09-06T00:00:00Z
This item is utilized to associate with the BILLING_ACCOUNT record for the purpose of storing the claim image and error messages.,ACCT_NOTES_EXTRA_ID,emr|dbo|CLINICAL_NOTES|ACCT_NOTES_EXTRA_ID,0cb08ddd173fefe8,2026-09-06T00:00:00Z
The date when the note is activated.,ACTIVE_FROM_DT,emr|dbo|CLINICAL_NOTES|ACTIVE_FROM_DT,1476f783fd2b32e1,2026-09-06T00:00:00Z
The date when the note is no longer active.,ACTIVE_TO_DT,emr|dbo|CLINICAL_NOTES|ACTIVE_TO_DT,3ef00d18787e2a2b,2026-09-06T00:00:00Z
The column Addendum_parent in the CLINICAL_NOTES table has been deprecated. Its data is no longer accessible as it is not being populated in the source system.,ADDENDUM_PARENT_ENC,emr|dbo|CLINICAL_NOTES|ADDENDUM_PARENT_ENC,d2742b71854391c8,2026-09-06T00:00:00Z
The ID of the account associated with the Address Verification query.,ADDR_VERIF_ACCT_ID,emr|dbo|CLINICAL_NOTES|ADDR_VERIF_ACCT_ID,3192a15bfaa7b8ad,2026-09-06T00:00:00Z
"Specifies if the note is classified as an ambulatory note. A value of Y signifies that the note's encounter context is ambulatory, while N or a null value indicates a non-ambulatory context.",AMB_NOTE_FLAG,emr|dbo|CLINICAL_NOTES|AMB_NOTE_FLAG,0114b03e886c1de9,2026-09-06T00:00:00Z
Specifies if a note is created automatically by the system.,AUTO_GENERATED_FLAG,emr|dbo|CLINICAL_NOTES|AUTO_GENERATED_FLAG,5acb884b7a2c8f39,2026-09-06T00:00:00Z
Indicates if this note is a read-only version of a note created for another patient. The original editable note will reference this note in column HNO_MOM_BABY.MOM_BABY_HNO_ID.,A_COPY_FLAG,emr|dbo|CLINICAL_NOTES|A_COPY_FLAG,a52b3f75b6447d59,2026-09-06T00:00:00Z
The location associated with a booking confirmation.,BOOK_CONFRM_LOC_ID,emr|dbo|CLINICAL_NOTES|BOOK_CONFRM_LOC_ID,adb337389fb350e2,2026-09-06T00:00:00Z
The PROVIDER associated with the booking confirmation.,BOOK_CONFRM_PROV_ID,emr|dbo|CLINICAL_NOTES|BOOK_CONFRM_PROV_ID,7ed3153ffcfce5dc,2026-09-06T00:00:00Z
Free text describing the location associated with a booking confirmation.,BOOK_CONFRM_TXT,emr|dbo|CLINICAL_NOTES|BOOK_CONFRM_TXT,7486d54e0eb0872b,2026-09-06T00:00:00Z
The UTC timestamp indicating when the error information was recorded.,CLAIM_TEST_INS_DTTM,emr|dbo|CLINICAL_NOTES|CLAIM_TEST_INS_DTTM,1dd480f7c969f4ae,2026-09-06T00:00:00Z
The COMMUNITY_ID of the instance from which this record or line was obtained. This field is populated only when IntraConnect is utilized.,CM_LOG_OWNER_ID,emr|dbo|CLINICAL_NOTES|CM_LOG_OWNER_ID,015647d859a4433b,2026-09-06T00:00:00Z
The COMMUNITY_ID of the instance that owns this record or line is populated only when IntraConnect is used.,CM_PHY_OWNER_ID,emr|dbo|CLINICAL_NOTES|CM_PHY_OWNER_ID,a991fdc184bac57e,2026-09-06T00:00:00Z
"Timestamp indicating when the comment was last modified in the Continued Care and Services Coordination or Payer Communication workflows, recorded in UTC.",COMMENT_EDIT_INST_DTTM,emr|dbo|CLINICAL_NOTES|COMMENT_EDIT_INST_DTTM,fe7d2607a5649bad,2026-09-06T00:00:00Z
The unique identifier for the last user who modified the internal comment in the Continued Care and Services Coordination or Payer Communication workflows.,COMMENT_USER_ID,emr|dbo|CLINICAL_NOTES|COMMENT_USER_ID,b6cd6e42fe3db8a1,2026-09-06T00:00:00Z
"The record for the message that is also stored as a note. The content in the message and the quicknote will be identical, so showing either to the end user will be adequate.",CONVERSATION_MSG_ID,emr|dbo|CLINICAL_NOTES|CONVERSATION_MSG_ID,fd87977ade590ce5,2026-09-06T00:00:00Z
Holds an encounter identifier that references the resident's note being cosigned. COSIGNING_NOTE_LINK serves as a link for the reverse direction.,COSIGNED_NOTE_LINK,emr|dbo|CLINICAL_NOTES|COSIGNED_NOTE_LINK,421c06bf83883570,2026-09-06T00:00:00Z
The note's creation timestamp.,CREATE_INSTANT_DTTM,emr|dbo|CLINICAL_NOTES|CREATE_INSTANT_DTTM,06b83435cf296b17,2026-09-06T00:00:00Z
This is a virtual item that retrieves the creation instant in local time format.,CRT_INST_LOCAL_DTTM,emr|dbo|CLINICAL_NOTES|CRT_INST_LOCAL_DTTM,98e99f9c576cefd8,2026-09-06T00:00:00Z
This item holds the current author of the note for the purpose of indexing.,CURRENT_AUTHOR_ID,emr|dbo|CLINICAL_NOTES|CURRENT_AUTHOR_ID,b536b553903b6d42,2026-09-06T00:00:00Z
The date of service for the note.,DATE_OF_SERVIC_DTTM,emr|dbo|CLINICAL_NOTES|DATE_OF_SERVIC_DTTM,7d2d702475fd2465,2026-09-06T00:00:00Z
The category number indicating the deleted status of the note record.,DELETED_CAT_CODE,emr|dbo|CLINICAL_NOTES|DELETED_CAT_CODE,2c4e66ed107e3399,2026-09-06T00:00:00Z
The moment at which the note is removed.,DELETE_INSTANT_DTTM,emr|dbo|CLINICAL_NOTES|DELETE_INSTANT_DTTM,a8e49f3e221d9ee1,2026-09-06T00:00:00Z
User responsible for deleting the note.,DELETE_USER_ID,emr|dbo|CLINICAL_NOTES|DELETE_USER_ID,01ac0a560e046833,2026-09-06T00:00:00Z
This is a virtual item that retrieves the delete instant of the source item in local time format.,DEL_INST_LOCAL_DTTM,emr|dbo|CLINICAL_NOTES|DEL_INST_LOCAL_DTTM,ac9ce087b4fecd3c,2026-09-06T00:00:00Z
The department where this message was recorded.,DEPT_MSG_DEPT_ID,emr|dbo|CLINICAL_NOTES|DEPT_MSG_DEPT_ID,a4e6d84a44770fd1,2026-09-06T00:00:00Z
The status of the department related to the message.,DEPT_MSG_STATUS_CODE,emr|dbo|CLINICAL_NOTES|DEPT_MSG_STATUS_CODE,f0de1e36b1b52d83,2026-09-06T00:00:00Z
